crop_type,temperature,humidity,rainfall,soil_moisture,soil_ph,nitrogen,phosphorus,potassium,sunlight_hours,pest_activity,leaf_discoloration,growth_rate,previous_disease_history,disease_risk
Sunflower,20.64,68.54,92.85,62.22,5.42,73.78,46.18,75.15,9.08,0,0,0.761,0,Low Risk
Rice,22.76,49.84,156.19,53.45,6.44,71.06,63.93,79.28,7.1,0,0,0.793,0,Low Risk
Rice,32.18,45.25,193.35,59.72,5.7,112.0,52.34,65.27,8.8,0,0,0.866,0,Low Risk
Sunflower,28.39,33.09,211.38,71.22,6.18,78.15,50.04,77.22,9.47,0,0,0.68,1,Low Risk
Barley,20.8,52.78,128.55,49.92,7.08,71.13,71.96,65.03,9.93,0,0,0.747,0,Low Risk
Sugarcane,35.59,87.61,75.59,35.4,6.76,15.86,12.3,37.36,6.37,0,1,0.471,1,High Risk
Tomato,40.13,87.87,87.21,40.4,5.32,52.51,52.46,33.55,4.46,1,0,0.394,1,High Risk
Cotton,19.19,69.99,133.86,68.22,7.52,71.22,35.82,25.09,7.94,0,1,0.845,0,Low Risk
Wheat,30.09,66.45,52.35,59.19,5.96,71.48,29.3,51.2,9.69,0,1,0.701,1,Medium Risk
Sunflower,28.03,61.68,63.33,61.41,5.89,44.44,15.81,57.38,8.74,0,1,0.735,0,Medium Risk
Rice,25.91,74.34,154.56,41.17,6.02,67.91,39.74,41.91,5.86,0,1,0.613,1,Medium Risk
Maize,25.25,86.25,88.61,41.93,6.14,45.68,63.91,5.59,9.78,1,0,0.733,0,Medium Risk
Barley,32.14,74.17,90.76,57.59,7.75,21.83,52.28,43.2,6.01,0,0,0.529,0,Medium Risk
Rice,23.94,51.34,91.76,81.04,7.02,82.69,39.65,61.12,7.88,0,0,0.898,0,Low Risk
Maize,30.04,93.72,30.63,59.44,5.95,39.25,47.53,33.66,5.02,1,1,0.423,1,High Risk
Wheat,33.14,82.9,41.0,32.13,6.03,47.82,42.95,30.05,5.6,1,1,0.492,1,High Risk
Soybean,20.65,56.52,175.85,50.6,6.6,88.2,47.06,31.75,4.22,0,0,0.851,0,Low Risk
Barley,32.5,92.1,94.37,34.85,6.39,23.66,25.79,51.28,4.85,1,1,0.439,0,High Risk
Sugarcane,41.25,67.62,80.82,44.09,6.49,57.16,23.86,49.5,4.72,1,0,0.401,0,High Risk
Sunflower,38.59,84.78,58.16,26.31,6.33,58.45,8.66,7.76,8.47,1,1,0.425,1,High Risk
Sunflower,30.61,65.89,99.07,54.74,8.29,49.25,29.73,43.2,6.87,0,1,0.584,1,Medium Risk
Tomato,31.52,51.32,192.85,55.07,5.61,50.93,58.47,45.11,7.68,0,0,0.755,1,Low Risk
Soybean,26.59,69.61,166.75,57.95,7.5,73.83,42.47,43.9,3.6,0,0,1.0,0,Low Risk
Cotton,36.74,65.9,100.19,57.28,6.28,51.44,44.86,27.84,7.92,1,0,0.481,0,Medium Risk
Potato,24.49,80.06,65.85,49.88,5.14,21.57,35.48,89.79,6.16,0,0,0.719,0,Medium Risk
Sunflower,35.45,94.81,48.79,29.62,7.83,8.13,41.88,30.51,5.4,1,1,0.464,1,High Risk
Sugarcane,35.78,77.82,38.56,38.87,5.8,23.88,27.8,37.41,7.56,1,0,0.445,0,High Risk
Soybean,22.44,60.54,193.66,65.33,7.21,74.82,55.94,58.37,8.7,0,1,0.837,0,Low Risk
Potato,37.65,82.15,49.29,41.58,7.05,38.54,29.8,18.58,5.27,1,1,0.446,1,High Risk
Cotton,25.56,65.38,115.99,29.16,6.02,52.55,23.35,27.31,9.78,0,0,0.663,1,Medium Risk
Tomato,37.06,83.06,0.0,32.28,5.55,9.13,23.09,22.66,6.44,1,1,0.3,0,High Risk
Maize,21.55,40.93,113.07,46.48,5.82,85.8,38.61,96.85,8.74,0,0,0.838,1,Low Risk
Cotton,23.31,48.12,248.89,55.04,7.22,53.6,54.47,66.7,7.96,0,0,0.763,0,Low Risk
Barley,28.89,38.31,195.32,80.6,6.68,78.99,62.44,56.14,8.27,0,0,0.689,0,Low Risk
Rice,18.01,67.81,123.38,67.22,5.61,80.03,58.06,65.38,6.51,0,0,0.845,0,Low Risk
Maize,37.14,94.27,55.03,30.59,4.7,18.35,22.8,22.12,5.97,0,1,0.291,0,High Risk
Barley,23.38,52.12,156.08,57.46,5.08,91.24,48.67,85.64,5.36,0,0,0.643,0,Low Risk
Tomato,27.46,69.38,89.11,43.79,5.28,31.27,26.53,57.34,7.65,0,1,0.728,0,Medium Risk
Tomato,27.6,76.09,99.32,43.36,6.2,23.08,27.89,27.65,6.6,0,0,0.716,1,Medium Risk
Sunflower,40.6,80.06,98.02,36.74,5.69,37.73,43.2,35.74,6.42,1,1,0.483,1,High Risk
Rice,34.18,80.56,92.52,39.74,6.73,10.15,6.02,13.44,7.86,1,1,0.293,1,High Risk
Sugarcane,35.26,92.69,97.58,42.85,5.89,31.08,28.95,23.76,4.9,1,0,0.496,0,High Risk
Tomato,23.61,66.14,162.48,57.49,6.4,47.8,24.13,41.25,7.37,1,1,0.761,0,Medium Risk
Potato,26.31,76.81,174.59,49.94,5.96,50.66,30.65,41.38,4.92,0,1,0.738,0,Medium Risk
Sugarcane,24.56,37.32,162.93,58.52,6.17,46.08,56.16,52.54,6.25,0,1,0.533,0,Low Risk
Sunflower,21.87,72.73,115.71,59.47,7.05,66.25,58.17,46.95,3.69,0,0,0.736,0,Medium Risk
Sunflower,26.6,65.62,3.34,43.71,5.43,53.26,30.85,40.78,10.2,0,0,0.548,0,Medium Risk
Sugarcane,41.56,69.04,20.25,34.94,6.89,17.92,15.97,38.68,5.87,0,1,0.41,1,High Risk
Rice,27.94,58.86,111.11,56.19,6.13,40.18,62.04,103.42,9.81,0,0,0.836,0,Low Risk
Barley,25.63,54.95,167.84,52.97,6.11,54.04,53.68,58.16,6.77,0,0,0.804,0,Low Risk
Sunflower,31.42,69.99,43.1,43.96,5.71,61.9,48.05,41.58,5.74,1,0,0.669,0,Medium Risk
Sunflower,19.3,66.31,228.92,71.98,7.25,81.94,52.57,76.5,7.61,1,0,0.907,0,Low Risk
Wheat,23.04,53.02,139.21,56.91,6.81,70.4,57.67,95.28,7.2,0,0,0.842,0,Low Risk
Barley,34.43,70.77,71.84,32.21,5.88,9.17,26.18,32.7,7.39,1,1,0.55,0,High Risk
Sugarcane,36.34,85.17,73.24,44.74,6.35,41.6,20.3,49.27,6.24,1,0,0.405,1,High Risk
Potato,43.82,82.0,31.35,15.11,5.84,35.66,32.59,21.53,4.85,0,1,0.427,1,High Risk
Potato,23.35,51.58,189.84,62.16,6.35,55.45,57.07,67.6,7.21,0,0,0.778,0,Low Risk
Rice,34.57,77.41,30.95,44.83,7.37,22.49,47.39,35.27,5.89,0,1,0.486,1,High Risk
Tomato,36.72,85.48,188.46,36.82,6.0,35.26,13.9,35.73,5.42,1,0,0.345,1,High Risk
Cotton,36.23,78.34,30.04,30.65,7.02,37.06,27.52,55.27,9.17,1,0,0.326,1,High Risk
Cotton,30.95,73.46,90.55,56.8,6.09,52.44,39.29,60.81,7.97,1,0,0.587,1,Medium Risk
Soybean,24.11,52.33,147.79,64.27,6.85,70.65,57.45,54.06,11.34,0,0,0.969,1,Low Risk
Sunflower,24.56,77.09,126.85,41.42,5.42,45.65,40.84,30.08,5.58,0,1,0.749,1,Medium Risk
Potato,34.77,78.4,113.35,37.36,6.57,34.92,36.32,47.75,5.52,1,1,0.382,1,High Risk
Tomato,20.37,48.89,179.23,54.86,5.68,95.95,49.58,66.6,4.61,0,0,0.953,0,Low Risk
Maize,39.22,89.26,54.01,31.31,7.02,35.02,35.54,23.53,6.61,0,0,0.39,0,High Risk
Potato,28.7,51.08,84.62,64.47,6.7,43.97,52.42,38.73,8.06,0,1,0.783,0,Medium Risk
Wheat,47.4,86.18,164.45,17.49,6.88,39.34,11.77,34.58,4.27,1,1,0.401,1,High Risk
Cotton,22.96,71.84,89.14,77.63,6.25,64.31,52.34,50.24,7.89,0,0,0.746,0,Low Risk
Barley,34.13,82.24,37.47,27.0,5.64,39.24,20.99,11.69,5.38,1,1,0.489,1,High Risk
Wheat,37.6,68.63,65.96,57.42,6.92,31.26,30.99,51.42,8.09,0,1,0.574,0,Medium Risk
Wheat,21.43,46.66,77.84,39.89,6.07,89.01,44.02,50.53,9.05,0,0,0.734,0,Low Risk
Rice,16.03,40.01,138.47,68.41,6.2,82.04,36.16,61.43,8.82,0,1,0.896,0,Low Risk
Maize,34.67,70.55,55.06,34.04,4.91,30.24,8.78,26.12,5.57,1,0,0.354,1,High Risk
Soybean,35.81,78.77,138.44,50.94,7.66,68.88,56.57,54.74,7.18,0,1,0.61,1,Medium Risk
Maize,34.58,75.33,141.29,31.18,6.84,37.33,7.19,38.07,3.78,1,1,0.411,1,High Risk
Cotton,35.65,73.55,119.31,65.58,5.64,48.75,20.17,25.29,8.69,1,0,0.819,0,Medium Risk
Sugarcane,35.8,80.98,139.14,35.05,6.22,19.49,27.45,19.71,6.66,1,0,0.415,1,High Risk
Wheat,25.01,46.07,205.69,63.26,7.13,70.32,49.21,80.94,9.46,0,0,0.832,0,Low Risk
Potato,33.42,82.11,36.46,45.83,5.87,3.56,18.06,32.58,3.61,1,1,0.331,1,High Risk
Rice,33.33,68.05,117.43,53.65,5.99,71.47,41.53,32.76,7.75,0,1,0.356,1,High Risk
Barley,31.43,67.55,60.74,63.6,5.73,77.05,39.82,59.64,7.79,1,1,0.801,1,Medium Risk
Potato,34.76,67.96,146.04,51.9,6.32,62.32,60.95,37.19,6.87,1,0,0.551,0,Medium Risk
Soybean,34.3,72.25,84.32,54.88,5.83,56.06,37.63,47.1,6.94,0,1,0.589,0,Medium Risk
Maize,17.68,53.3,176.75,54.9,7.3,72.3,60.72,60.44,9.01,0,0,0.679,0,Low Risk
Cotton,17.96,62.22,126.95,32.98,7.24,80.86,40.05,77.43,6.81,0,0,0.758,0,Low Risk
Tomato,22.12,49.32,130.99,51.7,5.96,77.74,29.09,62.56,8.77,1,0,0.685,0,Low Risk
Rice,34.79,59.55,77.44,24.41,6.69,6.11,35.35,28.6,3.71,1,1,0.302,0,High Risk
Soybean,28.06,54.9,82.62,53.62,5.26,47.59,51.75,38.95,9.19,0,0,0.758,0,Medium Risk
Maize,38.46,63.4,15.07,49.75,7.46,52.31,22.44,34.58,4.81,1,1,0.604,1,High Risk
Barley,26.42,41.2,130.58,61.3,5.38,90.55,59.08,68.5,9.98,0,0,0.892,0,Low Risk
Rice,28.11,54.83,175.68,47.13,5.95,60.93,76.89,48.62,6.76,0,0,0.716,0,Low Risk
Maize,26.8,77.44,82.6,62.62,7.47,58.47,30.44,50.9,5.91,0,0,0.536,0,Medium Risk
Sunflower,33.31,77.32,128.29,45.79,6.45,27.84,50.61,56.08,6.5,1,0,0.71,1,Medium Risk
Maize,38.45,75.98,39.11,38.51,6.4,26.46,11.16,32.4,5.51,1,0,0.27,1,High Risk
Wheat,21.9,60.24,150.81,64.11,6.98,77.48,46.97,57.42,10.33,0,0,0.829,0,Low Risk
Cotton,34.1,63.33,95.19,21.31,6.22,4.53,48.02,12.94,5.56,1,1,0.402,1,High Risk
Potato,34.68,78.82,39.53,31.69,6.64,54.61,21.22,30.43,4.41,1,1,0.411,1,High Risk
Potato,16.43,58.11,102.49,56.03,6.87,71.37,39.78,60.09,5.7,0,0,0.935,0,Low Risk
Rice,28.32,100.0,89.49,43.62,7.03,3.26,29.77,15.79,4.89,1,1,0.464,0,High Risk
Potato,23.4,45.34,156.02,58.87,8.34,54.62,40.62,65.94,9.31,0,0,1.0,0,Low Risk
Cotton,30.71,62.26,200.36,60.95,5.93,69.13,40.34,81.82,9.19,0,0,0.872,0,Low Risk
Potato,28.45,55.09,92.1,39.4,7.27,57.71,25.08,31.32,6.17,0,0,0.78,0,Medium Risk
Maize,29.51,48.28,147.81,50.78,6.51,47.82,44.15,39.89,9.04,0,0,0.892,0,Low Risk
Maize,23.43,61.08,214.73,55.53,6.99,80.86,48.19,76.24,7.51,0,0,0.864,0,Low Risk
Cotton,22.63,66.42,196.29,58.29,5.99,84.34,64.2,43.69,6.19,0,0,0.843,0,Low Risk
Maize,30.96,63.02,98.12,50.91,6.22,44.44,61.31,59.19,8.64,0,0,0.616,0,Medium Risk
Sugarcane,32.76,79.02,92.69,41.7,6.86,62.41,56.14,31.31,6.88,1,1,0.486,0,High Risk
Sunflower,32.96,88.17,147.67,53.31,6.51,45.45,23.12,14.0,8.43,0,0,0.64,0,Medium Risk
Maize,30.59,69.51,86.59,74.7,5.95,63.92,49.08,38.59,5.6,0,0,0.639,1,Medium Risk
Rice,39.7,95.42,100.81,28.72,6.39,54.09,24.48,45.84,4.73,1,1,0.38,1,High Risk
Sugarcane,34.45,90.37,100.2,32.3,6.42,20.17,43.14,14.09,2.37,1,1,0.263,1,High Risk
Wheat,33.0,83.91,57.93,55.34,6.52,35.71,30.34,67.28,8.16,0,1,0.693,0,Medium Risk
Maize,35.2,68.61,89.81,52.85,5.55,39.74,35.46,52.6,9.08,0,0,0.758,0,Medium Risk
Rice,41.67,83.97,30.8,25.05,6.78,43.6,38.14,49.68,5.86,0,1,0.422,1,High Risk
Wheat,33.14,62.73,101.49,50.74,6.6,14.75,26.95,59.03,5.83,1,0,0.625,0,Medium Risk
Maize,33.3,100.0,44.72,48.08,5.95,35.8,43.79,29.41,4.77,1,1,0.428,0,High Risk
Soybean,36.19,78.14,54.94,33.4,5.87,42.79,19.57,14.16,4.89,0,1,0.367,1,High Risk
Tomato,23.5,64.85,107.19,51.6,6.72,36.41,56.34,51.24,7.98,1,0,0.787,1,Medium Risk
Wheat,26.17,44.61,155.43,61.65,6.01,74.95,37.91,44.36,8.15,0,0,0.654,0,Low Risk
Sugarcane,27.09,50.77,99.64,59.58,7.36,86.89,44.86,42.04,7.35,0,0,0.773,0,Low Risk
Wheat,36.59,92.41,14.61,35.99,7.66,42.37,33.87,35.71,5.97,0,1,0.373,1,High Risk
Wheat,24.07,45.97,99.65,57.62,6.8,53.21,43.1,57.95,7.74,0,0,0.895,0,Low Risk
Sugarcane,31.53,65.93,112.67,64.55,7.41,44.73,15.32,66.99,4.63,1,0,0.659,0,Medium Risk
Sugarcane,21.83,50.92,207.72,59.28,5.57,73.83,59.92,59.64,10.2,0,0,0.898,0,Low Risk
Maize,24.65,72.85,105.86,60.12,6.29,44.15,13.56,52.03,6.97,0,1,0.769,0,Medium Risk
Soybean,31.04,58.84,44.71,58.02,6.14,41.95,43.66,38.05,6.32,1,0,0.582,1,Medium Risk
Maize,32.68,56.53,151.37,63.63,5.98,93.05,47.53,42.86,3.88,0,0,0.641,0,Medium Risk
Wheat,27.75,87.56,125.63,30.86,5.83,59.41,40.38,22.78,6.11,0,0,0.42,1,High Risk
Sugarcane,28.0,69.49,101.7,59.47,6.95,62.59,21.07,43.15,7.94,1,1,0.659,0,Medium Risk
Wheat,30.41,62.53,193.25,47.95,4.91,64.25,26.0,46.49,9.11,1,0,0.619,0,Medium Risk
Wheat,21.23,60.77,187.54,72.2,5.98,78.94,44.41,51.52,9.8,0,0,0.765,1,Low Risk
Sugarcane,23.43,63.26,97.12,53.99,7.5,85.62,41.87,59.31,10.95,0,0,0.701,1,Low Risk
Sunflower,19.61,55.39,75.6,53.95,5.85,78.52,40.27,35.69,7.7,1,0,0.852,1,Low Risk
Maize,24.71,64.67,160.67,41.77,7.31,59.92,39.67,34.65,7.41,1,0,0.599,0,Medium Risk
Sugarcane,31.75,52.67,158.13,69.56,6.67,40.72,49.12,41.04,5.72,1,0,0.655,1,Medium Risk
Sunflower,43.48,72.43,47.19,25.79,6.38,35.31,33.56,32.88,8.39,1,1,0.401,1,High Risk
Rice,23.94,51.83,144.35,51.77,7.11,70.73,50.51,57.94,7.06,0,0,0.642,0,Low Risk
Maize,30.15,77.35,77.18,51.27,5.78,43.97,69.49,63.78,8.0,0,1,0.687,1,Medium Risk
Cotton,26.08,45.22,122.7,53.23,6.25,78.08,53.55,65.25,10.03,0,0,0.889,0,Low Risk
Cotton,27.66,64.13,111.61,59.16,5.61,61.49,31.22,35.19,7.77,0,0,0.612,0,Medium Risk
Cotton,22.71,65.63,94.04,57.97,7.05,68.28,13.83,65.95,5.61,0,0,0.821,1,Medium Risk
Sugarcane,25.76,63.33,201.31,60.78,5.58,64.82,50.53,34.3,10.08,0,0,0.834,0,Low Risk
Wheat,21.09,58.91,151.39,61.56,4.82,70.24,46.99,65.46,7.02,0,0,0.783,0,Low Risk
Tomato,37.79,67.16,41.6,33.04,6.13,45.25,18.42,38.52,4.34,1,1,0.392,1,High Risk
Sunflower,30.6,78.52,45.84,63.07,5.63,45.4,34.51,38.22,6.64,0,0,0.663,1,Medium Risk
Wheat,28.27,62.51,147.89,45.26,6.65,64.69,56.66,69.05,9.98,1,0,0.714,0,Low Risk
Wheat,32.28,79.08,46.74,62.66,7.44,62.69,24.42,28.44,7.44,1,0,0.714,1,Medium Risk
Cotton,25.85,53.12,98.73,44.03,6.72,59.24,57.99,37.0,10.39,0,0,0.886,0,Low Risk
Sunflower,40.17,76.55,88.63,36.38,6.3,21.56,12.39,30.15,5.24,1,0,0.388,1,High Risk
Rice,27.5,53.83,111.56,53.85,6.04,95.66,59.94,72.12,8.13,0,0,0.797,0,Low Risk
Soybean,26.13,58.62,220.45,60.0,5.67,76.74,75.03,45.79,7.46,0,0,0.862,1,Low Risk
Cotton,25.91,65.19,219.91,50.5,6.33,55.84,42.4,69.3,6.98,0,0,0.738,0,Low Risk
Wheat,31.4,41.07,57.3,37.71,6.75,47.96,30.38,49.68,4.73,0,0,0.569,0,Medium Risk
Cotton,21.76,52.5,195.75,70.18,6.05,66.81,30.86,31.45,6.16,0,0,0.932,0,Low Risk
Rice,29.23,66.04,49.63,35.54,7.74,55.11,29.61,40.36,5.21,0,0,0.672,0,Medium Risk
Rice,35.47,95.34,114.61,39.88,7.08,26.05,31.84,41.55,5.87,1,1,0.338,1,High Risk
Barley,28.76,82.53,140.12,48.31,6.07,59.28,51.02,60.88,7.92,1,1,0.616,1,Medium Risk
Tomato,33.41,87.75,85.12,42.66,7.4,36.1,30.0,47.38,5.8,0,1,0.738,0,Medium Risk
Maize,41.5,81.8,82.83,40.01,5.73,39.31,41.4,29.97,6.57,1,0,0.332,1,High Risk
Rice,36.11,70.87,92.67,38.08,5.88,27.4,30.25,23.72,4.94,1,0,0.513,1,High Risk
Soybean,27.0,53.91,78.36,55.68,7.09,50.96,30.63,46.03,5.77,1,0,0.668,1,Medium Risk
Sunflower,38.9,76.15,46.6,39.59,6.22,36.61,15.68,25.18,5.5,1,1,0.391,1,High Risk
Maize,29.9,65.12,127.55,60.87,6.09,98.34,41.33,58.33,8.55,0,0,0.871,0,Low Risk
Tomato,33.63,53.25,51.78,51.23,5.82,48.56,27.06,46.35,5.47,0,1,0.69,1,Medium Risk
Sugarcane,25.4,49.58,88.43,61.13,6.84,43.64,54.85,61.23,7.45,0,1,0.864,1,Low Risk
Tomato,21.78,50.33,150.62,43.98,6.01,69.15,39.27,76.76,6.06,0,0,0.91,0,Low Risk
Potato,26.51,88.3,142.76,42.25,6.75,43.82,22.58,40.66,4.94,1,1,0.602,0,Medium Risk
Wheat,30.21,56.31,113.16,32.67,6.94,45.36,37.02,50.98,7.31,1,0,0.596,1,Medium Risk
Tomato,26.68,52.08,131.23,66.45,6.0,71.88,63.94,48.64,8.55,0,0,0.852,1,Low Risk
Sunflower,38.69,67.3,75.14,49.97,5.86,19.11,38.73,27.7,6.16,1,1,0.245,1,High Risk
Maize,20.99,64.05,179.03,61.81,6.39,67.82,42.12,61.32,6.23,0,0,0.895,0,Low Risk
Barley,24.12,43.42,131.18,70.33,5.78,66.88,53.51,47.08,9.64,0,0,0.889,1,Low Risk
Wheat,33.99,90.58,0.0,30.2,7.24,36.26,20.25,57.83,3.38,1,1,0.53,1,High Risk
Sugarcane,31.41,75.02,165.34,66.03,7.33,44.31,40.81,37.13,7.38,0,1,0.634,1,Medium Risk
Cotton,27.03,84.11,102.1,54.4,6.83,63.38,32.58,55.74,8.95,0,1,0.634,0,Medium Risk
Cotton,17.56,58.28,118.93,57.52,6.72,66.81,52.77,69.42,8.44,0,0,0.755,0,Low Risk
Barley,30.8,93.46,81.71,58.6,6.47,46.62,15.22,46.02,5.54,1,1,0.619,1,Medium Risk
Cotton,30.05,73.96,49.0,49.98,4.58,30.57,30.37,51.09,4.02,1,1,0.392,1,High Risk
Wheat,31.08,67.48,231.65,64.79,6.6,55.03,53.24,58.17,9.17,0,0,0.708,0,Low Risk
Sunflower,33.48,60.14,116.87,52.72,5.25,31.14,44.03,45.85,7.14,1,0,0.557,0,Medium Risk
Tomato,35.33,85.55,105.96,36.31,6.85,32.07,21.58,31.24,4.66,0,0,0.337,1,High Risk
Rice,29.44,50.59,130.69,57.23,5.68,26.75,24.82,52.76,6.62,1,1,0.611,0,Medium Risk
Wheat,34.22,92.45,92.65,46.47,5.96,66.89,47.78,32.72,5.65,0,0,0.745,1,Medium Risk
Soybean,31.94,76.67,80.59,69.55,7.43,61.82,33.72,37.24,7.66,0,0,0.611,0,Medium Risk
Cotton,23.85,70.22,134.63,55.78,4.81,44.42,47.76,33.63,5.22,0,0,0.706,1,Medium Risk
Potato,26.64,67.15,45.71,40.29,6.31,13.23,35.11,26.59,8.77,0,0,0.595,0,Medium Risk
Tomato,23.9,33.7,92.0,56.84,6.83,57.98,47.63,37.41,9.4,0,0,0.842,1,Low Risk
Rice,36.85,68.22,141.63,44.46,6.29,61.71,29.18,49.88,5.95,0,0,0.701,0,Medium Risk
Cotton,36.6,89.34,54.18,57.27,8.31,6.46,30.8,47.7,4.66,1,1,0.481,1,High Risk
Tomato,26.36,75.74,140.09,51.93,7.13,42.65,54.5,47.28,6.72,1,0,0.764,0,Medium Risk
Sunflower,34.14,56.97,124.28,44.16,5.8,32.22,42.56,31.93,8.64,0,0,0.498,1,Medium Risk
Cotton,28.12,67.35,54.95,52.47,6.99,15.65,14.86,38.57,5.66,0,0,0.46,1,High Risk
Maize,41.98,81.1,52.1,27.25,5.68,44.73,15.13,41.26,4.03,1,1,0.407,1,High Risk
Tomato,37.69,93.24,61.48,28.35,4.99,32.1,16.13,18.54,8.07,1,0,0.498,1,High Risk
Maize,36.81,93.12,89.7,40.33,6.82,27.03,20.22,19.98,3.92,0,1,0.466,1,High Risk
Barley,38.73,99.93,155.07,34.68,5.83,30.1,30.02,21.6,4.71,1,0,0.537,1,High Risk
Wheat,31.09,79.38,89.57,33.22,7.6,59.58,15.29,19.22,4.84,0,1,0.535,1,High Risk
Potato,33.47,83.09,94.83,34.47,7.1,15.91,18.35,50.86,4.32,1,1,0.419,1,High Risk
Wheat,36.94,66.77,58.21,31.0,7.55,44.12,27.94,35.34,7.63,1,1,0.368,1,High Risk
Tomato,38.65,55.38,96.6,43.13,6.85,1.07,28.51,22.4,7.9,1,1,0.456,0,High Risk
Soybean,42.99,58.2,124.48,37.24,6.48,42.91,23.31,19.43,4.64,0,1,0.336,0,High Risk
Barley,26.59,38.72,96.57,81.36,6.14,80.94,70.38,27.6,9.69,0,0,0.885,0,Low Risk
Wheat,40.02,78.96,141.52,29.19,7.69,28.61,25.91,20.55,4.38,1,1,0.316,1,High Risk
Tomato,23.55,79.98,179.11,61.19,7.11,58.36,50.71,41.33,4.28,0,1,0.726,1,Medium Risk
Wheat,18.02,52.47,167.37,62.56,6.04,62.02,39.9,73.67,5.22,0,0,0.692,0,Low Risk
Sunflower,27.66,57.26,87.98,55.13,6.13,47.17,63.14,60.05,7.34,1,1,0.676,1,Medium Risk
Barley,26.44,59.75,114.15,37.39,7.32,67.72,32.89,41.49,7.05,0,1,0.453,1,Medium Risk
Potato,20.84,55.86,130.59,57.48,6.69,85.89,53.51,68.74,8.02,0,0,0.869,0,Low Risk
Cotton,34.59,60.18,100.4,51.63,6.04,36.61,28.94,34.92,6.48,1,1,0.475,0,High Risk
Soybean,20.67,48.62,233.22,60.53,6.7,81.18,43.71,59.74,7.52,0,0,0.812,0,Low Risk
Soybean,39.14,93.09,147.09,46.09,5.39,33.43,34.32,39.77,5.27,1,0,0.383,1,High Risk
Soybean,26.03,70.29,126.94,44.54,6.96,57.16,36.79,43.15,7.79,0,0,0.729,0,Medium Risk
Wheat,24.33,54.01,186.76,57.1,6.69,74.83,41.98,73.89,7.74,0,0,0.744,0,Low Risk
Sunflower,37.1,93.18,67.05,21.52,6.58,58.21,37.04,22.31,5.02,1,1,0.476,0,High Risk
Maize,33.89,81.81,129.68,41.34,5.35,55.62,33.2,62.97,6.29,0,1,0.649,1,Medium Risk
Cotton,18.99,55.22,183.17,61.55,6.7,87.13,41.13,56.92,10.45,0,0,0.8,0,Low Risk
Potato,28.87,74.71,28.07,49.52,5.95,36.68,43.62,49.2,8.29,1,0,0.689,0,Medium Risk
Tomato,29.98,65.9,65.95,63.0,6.01,32.16,53.45,49.28,6.57,1,1,0.58,0,Medium Risk
Sugarcane,32.14,77.63,2.28,22.78,6.02,32.03,37.42,25.39,4.17,1,1,0.616,1,High Risk
Tomato,28.62,68.58,110.6,32.99,7.24,61.0,38.51,37.59,9.04,1,0,0.548,0,Medium Risk
Sugarcane,38.9,85.95,174.71,36.14,7.39,44.26,23.71,4.62,4.9,1,0,0.409,0,High Risk
Maize,33.39,67.49,132.25,44.44,6.72,68.94,44.22,48.85,7.17,1,1,0.644,1,Medium Risk
Potato,39.01,95.13,66.52,31.69,6.2,24.38,31.14,33.73,5.36,1,1,0.42,1,High Risk
Rice,24.4,75.58,71.98,26.84,6.17,14.52,28.74,41.69,6.65,1,1,0.496,1,High Risk
Wheat,21.84,41.82,137.64,60.82,7.92,50.58,50.72,34.6,7.36,0,0,0.851,0,Low Risk
Cotton,28.84,76.5,151.24,12.23,5.33,50.31,23.09,36.16,5.65,1,1,0.433,0,High Risk
Potato,21.8,60.15,168.95,73.68,5.86,68.14,25.87,53.1,8.59,1,0,0.727,0,Low Risk
Maize,20.65,54.6,127.45,73.8,6.94,95.06,46.52,61.98,7.85,0,0,0.783,0,Low Risk
Barley,33.27,68.33,46.07,48.13,6.16,41.61,29.47,31.14,5.37,1,0,0.48,1,High Risk
Barley,43.1,82.81,15.36,51.82,5.55,22.55,39.31,25.31,4.64,1,1,0.448,1,High Risk
Wheat,29.4,34.36,187.48,57.97,7.42,68.93,54.12,65.04,9.07,0,0,0.865,0,Low Risk
Maize,43.2,86.82,28.52,27.59,6.04,17.25,28.31,20.66,5.9,1,0,0.404,0,High Risk
Wheat,39.62,99.74,30.35,27.56,7.1,37.08,29.41,25.5,5.16,1,1,0.506,1,High Risk
Sunflower,40.99,78.78,132.31,39.76,6.43,16.84,27.65,45.68,2.11,1,0,0.454,1,High Risk
Potato,27.05,67.79,126.89,35.46,6.39,37.61,50.17,37.3,7.49,0,0,0.58,1,Medium Risk
Potato,28.61,70.56,139.5,57.73,7.08,56.53,28.96,54.02,9.23,1,0,0.698,1,Medium Risk
Tomato,19.71,55.81,130.77,85.39,6.47,48.94,48.39,67.27,10.51,0,0,0.761,0,Low Risk
Wheat,35.89,96.24,100.08,31.02,5.67,52.57,46.72,41.88,5.31,1,1,0.353,1,High Risk
Wheat,25.51,52.97,157.34,52.91,6.54,100.16,39.22,67.47,6.92,0,0,0.803,0,Low Risk
Barley,28.41,67.82,161.93,36.01,6.95,47.07,54.42,63.42,6.39,0,0,0.639,0,Medium Risk
Barley,24.4,77.79,126.31,53.93,6.41,60.56,48.66,46.57,8.53,0,0,0.587,0,Medium Risk
Barley,25.34,60.0,169.98,68.84,6.7,75.38,64.27,50.69,6.72,0,0,0.701,0,Low Risk
Tomato,33.44,75.48,83.75,66.62,6.38,61.83,25.38,42.87,5.63,1,0,0.485,1,Medium Risk
